fitness_gain,fatigue_gain,fitness_decay,fatigue_decay
2.4081692051872188,3.0785586817832584,15.11,8.08
2.465775112822151,3.3572522043049173,16.37,8.05
2.4352916802276012,3.1384106039141697,15.23,8.22
2.4792708532134107,3.2582257362185514,15.88,8.5
2.449482221190703,3.278926623345238,15.46,7.91
2.3156905559900007,3.134197934836057,15.21,7.48
2.3765954522141906,3.2020351253871864,14.81,7.39
2.453399628473096,3.127201252802477,15.05,8.04
2.5176119761616884,3.311684880600059,15.99,8.28
2.361939696747276,3.1943785953531303,16.11,8.18
2.570143726756161,3.3604266585783553,17.72,9.47
2.4451502594568635,3.2438179893824826,14.4,7.5
2.369782847777511,3.1816087492540572,16.05,8.29
2.484548470033799,3.2280486670739554,14.31,7.48
2.46729055983146,3.101957270713227,14.19,8.04
2.4464909578753558,3.237887935956235,17.06,8.94
2.213756183717937,2.982972225981735,15.2,7.64
2.345117741863193,3.198834548103779,17.47,8.45
2.5125866147854463,3.3501157664127543,17.16,9.23
2.462101364503198,3.293889743320597,13.16,6.55
2.3824855497630706,3.06622707680142,15.07,7.94
2.5015121275717567,3.3056796983568804,16.09,8.6
2.4898214015790447,3.2429235280620032,16.61,8.37
2.5883429448137663,3.270310522123853,14.94,7.66
2.4409635417947295,3.1029215795894776,17.48,9.87
2.3669645261394123,3.058887644048088,16.18,9.12
2.447323845134359,3.0777325243664353,14.72,7.63
2.5445412218514134,3.237861252038436,16.73,8.96
2.388694894012452,3.0406841699438343,15.72,8.66
2.3373040325208425,2.92228139001716,14.66,8.6
2.5435547178715288,3.2595184303845652,14.63,7.62
2.6010274698425757,3.396342557984097,15.18,7.96
2.354367478625786,3.2223149279776093,16.52,8.1
2.4902575425801587,3.339473225796111,14.98,7.34
2.3468007395677053,3.087543616676239,17.18,8.49
2.4471880895039444,3.20115330213647,18.44,9.81
2.396553871920974,3.289286898883572,17.11,8.85
2.5670806862836355,3.366955815194245,15.34,8.05
2.3531616990808963,3.141765101235589,16.81,8.93
2.4441331970886337,3.2451444414047987,15.65,8.14
2.3813253502989684,3.1036319006027835,15.63,8.2
2.388688486921661,3.2167232003883566,14.55,7.68
2.3668585564572155,3.0645022966974436,17.62,9.43
2.506414795707966,3.3963341783132055,15.2,7.71
2.4515532798220536,3.137370014214257,15.72,8.44
2.4816275818391906,3.338748033399669,14.15,7.01
2.4549405179054364,3.2410001214754836,15.12,8.09
2.291669995113152,3.015201015960629,15.33,7.67
2.444072337825275,3.193097964386522,14.57,7.78
2.3539811972943223,3.2477836532139968,16.47,8.21
2.352121497663834,3.0896411334574556,17.42,8.96
2.557570728286773,3.286991066938756,16.87,8.68
2.4774852330184443,3.2170515127548884,14.17,7.77
2.5238053630235346,3.26279111528878,16.18,8.58
2.4272940091969715,3.2297464260649322,17.02,8.73
2.460522358436126,3.2999726078203957,16.0,8.24
2.5007788196699945,3.2835718678129973,17.19,8.66
2.358314201613417,3.0381255897210457,13.64,7.2
2.292740712865478,2.9183455002774807,15.75,8.29
2.456514088926929,3.2550061632320837,16.77,8.69
2.5449352868668504,3.258273513328228,12.82,6.7
2.4072301608885467,3.1212961979073044,16.35,8.29
2.4066052879716513,3.0965348027602784,16.3,9.16
2.4240704399711124,3.246584416321515,15.27,7.66
2.444611385041354,3.1546326583336035,17.39,9.08
2.4124863711428675,3.102613909613585,13.42,7.54
2.5001287826973786,3.243684316821135,15.96,8.64
2.25854138277961,3.1850094828577187,16.13,8.36
2.447875654078758,3.309397749086088,17.65,9.24
2.467318774515152,3.21977095391983,17.19,8.98
2.3421350906277443,3.115935487906017,17.1,8.65
2.3540599800786683,3.0782779290873985,14.38,7.25
2.5273287726711313,3.282207622726714,15.2,8.15
2.4576774120300926,3.2195246019572137,15.69,7.94
2.3965896429030416,3.164511536737997,16.7,8.49
2.45810826726929,3.0929387462092355,15.37,8.98
2.4634183175986473,3.22618958100242,15.16,8.05
2.4819374342823584,3.308821663250525,15.95,7.79
2.323786767809988,3.0962633264042974,15.57,8.56
2.302429158827153,3.086650313844574,17.37,8.74
2.366426351191713,3.1256434702654654,17.32,9.06
2.4425632222057674,3.1513961867816978,15.85,9.03
2.43494577654015,3.2423683592161425,17.24,9.46
2.5472492464457206,3.316770328259025,14.33,7.56
2.459317136858188,3.2252942327786975,15.21,7.81
2.4887818824562022,3.2181023382131406,15.79,8.44
2.4926763263334974,3.182219745041098,16.07,9.06
2.4360204252354096,3.1792267325844863,16.9,8.93
2.460821513650167,3.2403792792873367,14.81,7.38
2.357698163107923,3.1816895329358004,16.87,8.43
2.5226740024138157,3.324486364808805,14.56,7.87
2.4748941926340495,3.2173370942063375,16.26,8.68
2.5574077776935904,3.341394554591301,13.35,6.76
2.4239761701183684,3.135644624847277,16.81,8.74
2.4094249338502958,3.1614430798268303,14.36,7.43
2.4668049917057795,3.2742890143594936,16.56,8.69
2.3591718788752583,3.1756320015002983,15.44,7.23
2.4903105061485564,3.207708907931019,13.65,7.4
2.3542169386454357,3.218341490014611,14.49,7.35
2.4185828915339007,3.101963206343368,14.82,7.64
2.390169847153524,3.401124039114206,15.37,7.1
2.486895431051428,3.2834003040296573,15.62,7.71
2.4601797511342394,3.1798803891802794,15.91,8.19
2.422404568343308,3.2594309131494765,14.03,7.73
2.3701185509496763,3.1550841668614704,14.29,7.8
2.430795283517061,3.1097283269187943,17.44,9.17
2.497262102096344,3.10076063492348,14.02,7.71
2.5343423994287106,3.2271306948165903,15.11,7.6
2.389971452105479,3.060691839028371,13.86,7.18
2.461790242091749,3.1825222652880596,15.77,7.96
2.3516798473156855,3.0361077740329034,15.58,8.76
2.423473390898456,3.209351487452106,17.47,9.19
2.4655726174795767,3.2316140175147883,15.53,8.55
2.3768556665851146,3.162223118560549,15.51,8.27
2.497131354235803,3.3453587383513472,16.28,8.32
2.4122215597692427,3.149639883494233,16.16,8.1
2.531205492640832,3.2529602100725974,15.82,8.51
2.405553527453942,3.2225376115801163,16.36,8.55
2.3556119561219075,3.131521306808511,17.07,8.8
2.494937003510615,3.240334860114642,14.9,7.9
2.413259221872944,3.013449118915322,14.65,8.14
2.3854730586661446,3.15199795568451,14.56,7.41
2.320850042309406,3.140949181349043,16.88,8.32
2.2733562774312173,3.0852014764994635,15.94,7.93
2.4128644604327136,3.2315109266162354,14.32,7.07
2.457637925369298,3.195703391048653,14.8,8.08
2.5242823110796824,3.1697553802856246,16.01,9.49
2.310094495502736,3.109403131099341,15.86,8.19
2.4769186293686176,3.1923056013719093,13.94,6.91
2.2270293705503907,2.9782472531619733,15.97,7.78
2.471841769922926,3.269453770318596,14.65,7.32
2.450552764747809,3.3770647955174193,15.6,7.77
2.358597565435906,3.1662342197546165,15.11,8.29
2.344433825344019,3.1358024787026197,15.51,8.19
2.437794463410689,3.2429920749974985,16.28,8.47
2.463494959064254,3.254266669507126,15.09,8.36
2.4133305653260715,3.246383041871005,15.21,7.7
2.378593075344294,3.158489474470294,15.96,8.18
2.5039951107182876,3.2393662976903372,17.06,8.88
2.234073597200172,3.0589138607415354,17.65,8.97
2.5240771269731526,3.1891226593757924,14.54,8.0
2.378967119177826,3.1589080189473187,14.76,7.65
2.3382160973438477,3.175591713266196,16.08,7.97
2.3738065423493437,3.01422556873407,17.31,9.95
2.5100058011288313,3.4006971832245756,15.16,7.26
2.442532505887739,3.30794303755262,15.36,7.45
2.3749063477007626,3.157188498568806,17.0,8.69
2.3996467557334578,3.1224814911902343,15.25,8.28
2.26569681497367,2.9596120008582307,15.94,8.27
2.3301726853461613,3.0895461748979702,14.95,7.89
2.372655225787106,3.0891342741459273,15.25,8.19
2.3460549000861177,3.1649487718776,17.21,8.32
2.4596752621643607,3.1381080371051913,15.06,8.27
2.3835976510880745,3.144306939054317,14.61,7.86
2.45492033925459,3.1457571247289486,14.04,7.6
2.4217045321803945,3.1136303763311166,17.41,9.4
2.394991056888068,3.1656127427536593,17.63,8.9
2.2989687620587826,3.0787699314920594,16.02,8.09
2.4404636354633253,3.235228902357257,16.55,9.0
2.459882115112557,3.22997323656603,17.64,9.38
2.400546039730374,3.186561934444623,18.56,9.68
2.4456012223739463,3.1951329790493763,14.7,7.42
2.403129999170156,3.179702886543611,15.05,8.16
2.3635115138991116,3.1609533847788676,17.56,9.11
2.3860060934425693,3.2349813723236296,16.23,8.49
2.4490678119933573,3.1241550816680577,15.2,8.44
2.4831948462861297,3.312618238979405,16.62,8.11
2.4687421987469964,3.1716134135425658,15.01,8.31
2.3886927311473385,3.2007160316764818,15.3,7.72
2.2943326242882454,3.2132741602102057,16.92,7.91
2.479138464124825,3.067998076221881,14.91,8.53
2.5527867567779596,3.300713608093314,13.47,7.15
2.4704078957685556,3.2446927427339296,15.19,8.47
2.4652099821604296,3.322044701760975,15.45,7.74
2.4877078178011613,3.2964984416263157,16.34,8.54
2.359793868655326,3.029338069543746,14.94,8.27
2.389624683880355,3.0575189520222947,13.94,7.37
2.470600936078735,3.323216914089323,15.97,8.03
2.394711121995107,3.1282948292214767,14.89,7.96
2.3241282474223715,3.1359694314203184,16.15,8.09
2.4242091289744976,3.1921656541508305,16.69,9.12
2.5773015947216864,3.247146550987218,15.2,8.47
2.474607394749942,3.2739710897410554,16.8,8.9
2.48649945797165,3.2521385350623393,14.56,7.43
2.413615220005418,3.1979782983499483,17.91,9.78
2.374474934224238,3.164398447022647,14.64,7.48
2.4295540595904903,3.1333425844487963,14.38,6.98
2.5051644143224436,3.3911359162626735,18.29,9.96
2.4327100550710985,3.2732464095867533,16.15,7.89
2.428802748969112,3.104414322407445,14.99,7.65
2.3751746657183275,3.065648654781173,17.03,9.31
2.5807153487758523,3.4250906797214746,16.42,8.62
2.4681342733083738,3.1740275609949133,14.21,7.17
2.4523476266234936,3.221439039366706,14.49,7.37
2.5159192441814913,3.2789128483420757,14.8,7.48
2.4684888429839242,3.1511037210443913,13.05,6.89
2.364923417340755,3.16331287077193,14.98,7.67
2.3732812443396485,3.169236835417962,16.25,8.23
2.4723223699964656,3.2689237842997994,15.53,8.25
2.4071830299538,3.173207927489618,14.48,7.45
2.400010400794432,3.192948206865893,14.19,7.38
2.438070977063898,3.1765325161774802,15.31,8.04
2.423986357268612,3.1903731949330707,15.28,8.0
2.4651555105032625,3.3463652204549974,16.31,8.3
2.568412250488972,3.3102002607957157,12.63,6.59
2.3034804201488104,3.070464644993336,16.93,8.88
2.3997841471838313,3.2162158235662677,14.7,7.3
2.4859368102447927,3.2529611569499304,15.86,8.13
2.3081215376331086,3.1574203137134704,17.2,8.54
2.377103913946987,3.1286526290478904,14.96,7.71
2.6372038759663234,3.3763904756647714,16.51,8.64
2.494079726627588,3.209303878454156,13.62,7.68
2.4930487313207705,3.2178045960521287,15.41,8.8
2.346851825064735,3.154274153491271,14.82,7.66
2.548573921669986,3.1503834039733105,13.86,7.74
2.325806403980105,3.038087791265009,16.41,9.35
2.4126236144601148,3.0874790681291087,15.5,9.05
2.4696906775300222,3.1677753874110954,15.86,8.24
2.3525389571845357,3.1342245975916656,16.16,8.38
2.396136526180892,3.146133001354484,16.34,8.53
2.4080624313467713,3.085196247628886,14.51,7.37
2.4729044245293226,3.2308162339317197,14.73,8.39
2.3067344242058336,3.186810475904729,14.31,6.82
2.419079125735273,3.2266756627790074,14.19,7.84
2.379818875440267,3.237086037460575,17.26,8.77
2.366766344793274,3.1083350698867065,17.5,8.88
2.2304475525662943,2.9168230926728325,17.08,9.25
2.457532574458564,3.192171370578322,16.74,9.5
2.3828566910769275,3.1094215803921674,15.34,8.2
2.339053747566355,3.1703351242686826,15.81,8.2
2.5452549708891734,3.287902785970945,13.91,6.82
2.3654827363477087,3.2775246409313947,16.65,8.55
2.5066148517817535,3.328683324406699,16.31,8.94
2.45997959189312,3.3242102432076823,16.32,8.44
2.338853829547281,3.086160532350766,15.1,8.23
2.5040295372557257,3.2621992069274035,13.92,7.14
2.2748846599799175,2.979837471921656,15.81,7.87
2.3764868335838414,3.136840058148962,15.16,7.97
2.328279943973225,3.121934658244785,18.12,9.66
2.4630968775041207,3.215424526190866,16.33,8.81
2.344685025572955,3.107973985620173,18.15,9.38
2.3378999152060285,3.1752355636111,16.16,7.8
2.393787426906976,3.225943696814513,15.01,7.53
2.4565175518229494,3.1309545844443862,17.54,9.9
2.4245604857013037,3.2072202781172217,15.3,7.39
2.364980101753576,3.0774047505067137,14.71,8.13
2.314778764256448,3.121589060312365,16.01,8.02
2.3069933613583777,3.1014034224564386,16.04,8.04
2.4164822216134727,3.1670776547214876,14.23,7.16
2.3958045610844914,3.2654380688126294,16.07,8.28
2.5670534402007577,3.3462420050152026,15.03,8.29
2.3646881308765204,3.2580656953431184,15.58,7.46
2.4655576625881905,3.2257455753067474,18.84,9.88
2.4898712299089176,3.2287692884508874,16.64,8.47
2.431442053408355,3.137531312616405,15.76,8.29
2.494168584188352,3.182625288189651,13.65,7.34
2.398804851379471,3.2809211770384286,16.12,8.23
2.429060066722297,3.1682740789868276,15.24,7.27
2.347058101985848,3.1602185739062594,17.34,9.56
2.4220135583726785,3.22343162936233,15.91,8.35
2.3881559037586397,3.2181145788131773,16.67,8.57
2.4596201558835156,3.114641254678844,16.32,8.94
2.3514011133746995,3.0608951465286736,15.94,8.85
2.589554469293956,3.3120957604973866,15.6,8.64
2.4373032444404443,3.2374986520262596,14.81,7.37
2.462250469490412,3.223735051722298,15.97,8.37
2.437070585409832,3.1620740679779806,15.27,8.4
2.478239488305001,3.227028219021973,15.96,7.94
2.40029117639111,3.30730851529345,17.3,8.78
2.4500615351183264,3.1989944084821382,16.77,8.85
2.3981860376633883,3.1892190994148,18.57,9.72
2.4210927059339546,3.1643982146171266,16.81,9.14
2.4572119827462493,3.210770997046239,17.47,9.21
2.5874554210481033,3.248354932096358,16.63,9.71
2.533277222467277,3.428146165913067,17.58,9.16
2.43413446208518,3.113081871274166,15.91,8.33
2.4187753621725663,3.187388296765619,16.14,8.79
2.432177915973524,3.2662872066673123,16.54,8.25
2.4492698494412206,3.2023040002396828,14.78,7.81
2.4007648462825357,3.1597525263641626,16.87,8.65
2.3896202346439654,3.2855278788186855,16.5,7.76
2.4461419843871095,3.1371018617228406,15.71,8.57
2.4037570378448723,3.224055163090741,16.51,8.49
2.3799572182809365,3.186254984994828,17.98,9.4
2.5775974368299233,3.3170409105969303,15.2,8.06
2.5814519067606874,3.2922170374664237,15.4,8.39
2.4493899999993394,3.2387891863700236,15.66,8.18
2.4880823364942275,3.1104762615470958,14.33,8.57
2.291500962426832,3.14818823179867,16.01,7.74
2.4375243757215164,3.2805824652412237,15.8,7.88
2.5225643474877537,3.3691245135825705,15.81,8.13
2.5436517608951292,3.1962040025623186,13.53,7.63
2.516376439770159,3.3145609985006455,15.62,8.06
2.3632806931009838,3.131410001313049,16.92,8.68
2.400298047917628,3.1265746214808896,16.06,8.78
2.5278854725156026,3.2626676611348726,14.9,8.4
2.245137259256442,3.086012346084716,17.3,8.14
2.4465461086313933,3.316967049019873,15.76,8.24
2.439219591500093,3.1257975212171463,15.96,8.39
2.4635987168270255,3.1646578006950192,15.43,8.38
2.4640333090249733,3.1365379933597284,14.14,7.92
2.5143036771092464,3.1848500010424914,15.32,8.62
2.461516789198841,3.2673593189270367,17.03,9.53
2.304108376341154,3.1866071536924925,17.88,9.03
2.3205044723539103,3.0346369859407214,16.95,8.71
2.390021053369154,3.2491020098433854,17.66,8.77
2.558932217294532,3.316650010838166,16.37,8.72
2.4529578478567804,3.215568046814582,15.68,8.28
2.4551749699521124,3.2145877402548653,15.87,8.7
2.3572957875406253,3.23038219751749,17.95,9.18
2.376001248131713,3.170565576775354,15.51,7.55
2.428040782280475,3.255232490525023,16.73,8.82
2.4441798216575314,3.2678101816650713,17.73,9.4
2.444623943375162,3.2682171133978284,15.05,7.72
2.449676009200758,3.2008489381435536,15.94,8.19
2.4817400164004026,3.2520576608777203,15.92,8.69
2.4371576169203504,3.1671944770699736,14.99,7.9
2.3377169088518706,3.133422763989074,17.23,8.53
2.40007972885713,3.0739694841521974,14.15,7.46
2.4809996790461635,3.301349019498354,16.06,8.09
2.355208634608822,3.2482075202643945,15.91,8.12
2.4213246602973113,3.1850815332681828,17.25,8.62
2.4303688492142057,3.2181339973065275,15.33,7.73
2.622162560291788,3.25012161014514,15.09,8.77
2.386078717863952,3.0933065544703293,14.72,7.49
2.638956877124674,3.3101296873702166,12.93,6.88
2.3916391512535164,3.118823433611529,17.54,8.65
2.4079787498740086,3.2600966563992673,16.15,8.28
2.396942170577815,3.023039683398512,14.3,7.37
2.3851699561708206,3.1067363969080906,16.08,8.12
2.631147676969361,3.3298082703453193,13.59,7.5
2.347837426095505,3.2518757207844002,16.73,8.25
2.4817253727478055,3.225064294818046,16.67,9.23
2.4449031076549845,3.269942090942772,14.73,7.05
2.4521748675645973,3.0530801035238784,14.33,8.63
2.5412862454798937,3.2520937687333777,17.81,9.81
2.5070667203034125,3.4458336169828403,18.39,9.39
2.2866370429844824,3.0803722888019838,16.8,8.79
2.410199176505982,3.2561106247831564,15.3,7.46
2.453967247735056,3.246069298754615,16.21,8.59
2.455393093740136,3.0145369368771053,15.21,8.98
2.4572609332844517,3.099896738452823,15.54,8.66
2.458685053146854,3.2072705786469715,16.3,9.06
2.423717516382494,3.11688047635744,12.89,6.95
2.3198437781195307,3.097532345673366,17.38,9.48
2.4295630460146613,3.078944918736425,16.18,9.63
2.4401178047421803,3.2453509134208,17.16,9.36
2.3933693759407912,3.2394148134851837,16.27,8.52
2.427085032532764,3.208092388202386,15.63,8.37
2.411204400582393,3.2470873710839694,14.75,7.25
2.4150146443724445,3.288949289254863,15.52,7.62
2.5003270586553397,3.2898862409962204,15.56,7.55
2.6185372956161075,3.280118945864122,15.44,8.92
2.391343334384443,3.1383790718891293,16.45,8.3
2.4058391947874567,3.175210715036327,18.02,9.57
2.388522153683836,3.057103217781223,13.93,7.15
2.613526048461569,3.3225205739147117,15.34,8.54
2.4970324537415998,3.269347148749299,13.67,7.04
2.503578893007307,3.1852743456868375,12.99,6.94
2.422652683212714,3.16054037445205,15.06,7.82
2.5130680371122565,3.2313932118785558,15.53,8.33
2.4900671821177465,3.1827165410840097,14.23,7.37
2.483445720501197,3.1773659155938843,16.44,9.19
2.4547035709846274,3.2978418757885106,17.21,8.81
2.371323703670943,3.0741581412052477,16.07,8.4
2.363100782108077,3.225681918551853,16.22,8.35
2.4109976638390576,3.194742990980546,16.06,8.05
2.530391918804508,3.23169042208138,14.64,8.27
2.3744356412616625,3.198585736476753,17.27,8.68
2.4560030459511455,3.3206710065913363,15.51,7.55
2.4780643614718993,3.220473293161605,14.03,7.2
2.3461948785187903,3.2471773362279195,15.29,7.43
2.523009160633164,3.213109985639298,14.77,7.65
2.5601312918999195,3.2832264111859426,14.33,7.43
2.560997895141927,3.3486490668176367,15.01,7.99
2.3471081429131493,2.989649994944126,15.52,8.79
2.3529221195794245,3.187718104400442,15.53,7.55
2.4055438352844773,3.239225752057543,16.01,7.71
2.474833141776784,3.2844095848594015,17.05,8.53
2.499346357419377,3.3595335282656755,15.17,7.98
2.4709784169794777,3.303983672510021,15.47,7.87
2.532270115891065,3.2332419894387527,14.26,7.67
2.329785522754427,3.156074057867649,15.47,7.96
2.468822683958947,3.2309229261208983,15.25,7.97
2.3565344887296114,3.268839758453317,16.91,8.1
2.4862838458700534,3.2678854820253296,15.92,8.43
2.4399551329597213,3.122548646419269,13.67,7.54
2.4040593259808594,3.3441460194764785,17.1,8.17
2.31276279631872,3.169003001311878,15.9,7.56
2.286416968601794,3.0467912409528135,17.29,9.48
2.3805141798159353,3.182789287963002,16.21,8.31
2.442896762676633,3.0669694513128656,15.23,8.41
2.3916093474144335,3.089643914622996,15.38,8.27
2.4137216825555745,3.1879960093887485,15.81,8.27
2.3831137918971583,3.1759246805573027,16.55,8.73
2.2938541922661484,3.110499368288548,15.28,7.54
2.4632812011254934,3.105308946015202,16.68,8.86
2.4961651662817808,3.3963952519912564,18.14,9.68
2.347214705881579,3.01475911099583,13.61,7.31
2.517291105587281,3.31930078309547,14.36,7.92
2.5568177201701943,3.330754733696817,14.82,7.66
2.5288277433102877,3.240312581743051,16.66,8.69
2.4543425211247722,3.315708125475796,15.34,7.26
2.3739875035759073,3.172488770963713,16.15,8.38
2.35190995317223,3.128813188009468,14.42,7.81
2.424387355088214,3.2538454807291943,14.26,6.95
2.5626956950297255,3.157278286628557,15.46,8.49
2.31760971024834,3.0960270186056733,14.99,7.82
2.53286859519527,3.4121913869794036,15.78,7.87
2.3563690451208608,3.182162038822527,15.44,7.86
2.5099395129852127,3.3109555178984134,15.55,8.13
2.345108470787053,3.165736606149788,15.75,8.33
2.3952994514007386,3.0506466985546434,14.11,7.89
2.4781206489438152,3.2588249817657267,16.2,8.74
2.519853530836487,3.2509507130469344,15.15,8.3
2.3910414717767097,3.300611869986982,16.3,7.89
2.1739404853039455,2.90367451345544,14.84,7.61
2.3561991650590817,3.180365965980513,14.93,7.61
2.469055877423534,3.258547807393695,14.13,7.73
2.487687728419925,3.296123893935163,16.15,8.51
2.319790443569225,2.999465522579274,14.9,7.7
2.460209563601451,3.2623101839157203,17.84,9.99
2.381105407300698,3.1202993477947536,14.33,7.29
2.5836940015628334,3.3639802826762297,16.39,9.09
2.4168379323976663,3.073442821171543,14.75,7.97
2.4205996538588037,3.1897703262889014,14.13,7.39
2.491771530480254,3.2196192966602815,15.52,7.77
2.5028349904129197,3.2852862699887844,14.83,7.56
2.425088280104204,3.1855221951544603,17.82,8.92
2.444458767921241,3.207872241376575,13.83,7.67
2.2487139337085265,3.036748218218967,16.51,8.66
2.4200600904346476,3.1644465426495527,15.88,8.63
2.463974029617582,3.1157589688801557,16.79,9.6
2.4774241792211917,3.2060565887748482,17.87,10.0
2.4666542815028816,3.1682182063438273,15.11,7.98
2.2871064295162298,3.0306514216738196,15.46,7.72
2.3951280848808554,3.1462073622637154,14.06,6.96
2.5091396237606918,3.2508006322429366,14.87,7.71
2.5177912289782975,3.2523904285669016,14.25,8.19
2.499408719820387,3.227212218903223,15.37,8.11
2.433141975394497,3.2088847913014664,15.99,8.81
2.353484262718277,3.190865942194526,17.15,8.67
2.405643447031461,3.209290487572102,17.01,8.44
2.522002185078527,3.278776099691994,16.0,8.17
2.5898918050546733,3.3387012811056125,15.47,7.94
2.2418003192885303,3.0483022610197668,15.75,8.03
2.3500961438626375,3.0135411541221977,14.72,7.76
2.430132465334774,3.2529309501829933,15.82,8.36
2.319849605972525,3.1834732125507914,17.15,8.6
2.4902597468044574,3.228538539332031,16.29,9.05
2.4268939280023973,3.19641221980268,14.96,7.69
2.476918607409413,3.229206166993508,15.54,8.04
2.357659134634438,3.1439735159851496,16.41,8.43
2.5434339560988395,3.268320391453683,14.09,7.76
2.365582016773672,3.225988163650295,14.57,7.38
2.3753903667981295,3.0009992294915993,16.14,9.01
2.6043710412328074,3.333405827593641,15.62,8.36
2.4306586126309604,3.1903288274507564,15.9,7.87
2.5005094904861265,3.2707459325195534,12.6,6.75
2.395722035924591,3.151220460417911,15.61,8.14
2.3840761452345474,3.1897579263189213,14.67,7.06
2.4580520541476307,3.2529545551106818,13.57,6.65
2.547570549389031,3.2926629723849863,14.62,7.91
2.3853293401765483,3.1426550180199953,15.89,8.07
2.290569573187514,3.155261567301654,16.64,7.72
2.3356455979052537,3.175195562501191,14.52,7.22
2.3058961715809225,3.0359350902961535,15.93,8.52
2.3155519381671383,2.9957016730692607,15.46,8.49
2.562455984303399,3.2610067705967505,14.54,8.32
2.533617391555723,3.2626723085760614,14.97,7.89
2.4876482289003246,3.2539561120442837,15.92,8.18
2.437421194212215,3.2088677573601405,15.04,7.84
2.437190185529511,3.1306952241057315,16.34,8.66
2.500654676105263,3.249041228710001,14.99,7.76
2.477032548405928,3.2685673277929714,15.4,7.82
2.28314206129438,3.0093136337286865,16.71,8.56
2.418573600976876,3.2199044424598826,16.49,8.96
2.468936240498624,3.254152109396784,15.57,8.2
2.3692866882923234,3.1388621258337768,16.18,8.35
2.402065887942679,3.1824388671599326,15.91,9.37
2.328623381787112,3.216402944541897,17.44,8.62
2.425339195628488,3.216083762722713,15.31,7.82
2.502580539613692,3.222477049733372,17.58,9.63
2.319675396376617,3.2043021699073724,17.17,8.18
2.3376484502052652,3.0730466112423085,17.2,9.46
2.4661840910809634,3.2343115761967964,14.78,7.63
2.5791890466624094,3.279429149891363,14.51,7.5
2.451633312040079,3.267298480836968,15.25,7.81
2.455003196671185,3.173218347007628,15.9,8.39
2.55109265462612,3.379699310024482,15.85,8.21
2.4031782796042465,3.2079813652470675,16.58,8.26
2.414606136826808,3.277811595813356,14.99,7.65
2.414737928169091,3.186773519787658,16.72,9.12
2.532658386078209,3.340857707782841,14.49,7.45
2.3364941969509716,3.1945147391291386,18.35,10.13
2.403120578180957,3.209614718818098,16.94,9.02
2.4612065311714404,3.270146540125459,16.12,8.17
2.474486128682444,3.2441520981534393,15.4,7.96
2.421299789890248,3.193258594468128,15.9,8.7
2.440485435764604,3.2973564535694337,15.25,7.47
2.3836623999805604,3.19986389485732,15.19,8.05
2.4787084779186204,3.2864354389939785,16.78,8.83
2.593962521655984,3.3531251516399454,15.33,8.78
2.577864303660038,3.1603591003913554,16.51,9.27
2.328208657359629,3.175995993490588,17.34,9.32
2.459704317972525,3.2155859201470895,16.61,9.02
2.4016666894636174,3.1102798545536086,16.06,8.67
2.6294051583142473,3.397431534161504,14.47,7.74
2.411988124477594,3.3086972122861185,17.87,8.97
2.491362611380748,3.286180441453772,16.95,8.32
2.5612585934369405,3.2643526216931615,15.01,8.23
2.58226972425531,3.357397740124469,15.49,7.88
2.4378850331310455,3.1739849390726596,15.63,8.35
2.44230369183825,3.3012901157341084,14.04,6.62
2.440289405046304,3.215628388257755,18.03,9.21
2.351924016171262,3.1477208667909586,16.34,8.38
2.395737338232106,3.0833891913950167,15.94,8.8
2.313364433977586,3.0962760050711142,16.54,8.56
2.5183763480820565,3.206261479668038,15.25,8.38
2.559803439869664,3.2975302265167787,14.59,7.78
2.4785309732082363,3.247746920927635,15.44,7.93
2.5402928329777645,3.3154570152924747,17.35,9.49
2.2917509562844813,3.0508107711169443,16.46,8.19
2.422471959703439,3.1726268353374327,15.8,8.13
2.5086756151954126,3.2847737953887366,16.36,7.93
2.5207653828586554,3.287000759042828,15.68,8.33
2.325469662219798,3.221639941589258,16.14,8.03
2.4947006263275484,3.1263170210671456,16.95,9.31
2.529878557230755,3.2011550318747934,14.19,7.78
2.403794082807424,3.0153729223696906,16.73,9.17
2.4009386352452693,3.1585075498561834,16.05,7.88
2.530305800929381,3.398890025313445,16.26,8.1
2.4272887907698406,3.2203998615735707,15.07,7.72
2.436837007632675,3.1716357482712185,15.55,7.98
2.368310255497591,3.149612471546604,17.46,9.37
2.380774596240268,3.147503694376175,16.55,8.54
2.5606387611973678,3.1796009138536965,14.18,7.82
2.2738284582765407,3.108434799132724,16.27,7.89
2.424229568254164,3.2498738973946075,15.46,7.73
2.268802346242566,3.0289222542402667,15.05,7.72
2.399155921100095,3.172351380197877,15.51,7.89
2.4769192622734493,3.25988725502294,16.58,8.56
2.3967230426058674,3.130289964925609,15.26,7.89
2.3909538597884437,3.0763229381134884,14.06,7.3
2.4665816327347785,3.2982457820859348,15.31,7.91
2.6965635856824393,3.350253855493094,14.58,8.74
2.37758451090911,3.2444562513496864,15.64,7.78
2.5281134836523838,3.2749846287249404,16.42,9.0
2.4412426916560004,3.1734810531553115,15.48,7.93
2.327713938096588,3.258394880594454,16.27,7.91
2.4526964842498282,3.3281664398517603,16.22,8.1
2.5428424027373597,3.3071597970520834,17.67,9.17
2.4227437882071015,3.2315351141765336,16.97,8.47
2.619375216074937,3.331480365830739,16.14,8.6
2.354934605244766,3.1807368044176814,15.72,7.99
